District,Month,Visitors,Year,Season
Wanaparthy ,March,0,2020,Summer
Wanaparthy ,April,0,2020,Autumn
Wanaparthy ,May,0,2020,Monsoon
Wanaparthy ,June,0,2020,Monsoon
Wanaparthy ,July,0,2020,Monsoon
Wanaparthy ,August,0,2020,Autumn
Wanaparthy ,September,0,2020,Summer
Wanaparthy ,October,0,2020,Winter
Wanaparthy ,November,0,2020,Autumn
Wanaparthy ,December,0,2020,Autumn
Warangal (Rural),January,0,2020,Monsoon
Warangal (Rural),February,0,2020,Autumn
Warangal (Rural),March,0,2020,Winter
Warangal (Rural),April,0,2020,Winter
Warangal (Rural),May,0,2020,Monsoon
Warangal (Rural),June,0,2020,Summer
Warangal (Rural),July,0,2020,Winter
Warangal (Rural),August,0,2020,Winter
Warangal (Rural),September,0,2020,Winter
Warangal (Rural),October,0,2020,Summer
Warangal (Rural),November,0,2020,Monsoon
Warangal (Rural),December,0,2020,Monsoon
Warangal (Urban),January,225,2020,Autumn
Warangal (Urban),February,225,2020,Summer
Warangal (Urban),March,80,2020,Monsoon
Warangal (Urban),April,0,2020,Summer
Warangal (Urban),May,0,2020,Monsoon
Warangal (Urban),June,0,2020,Summer
Warangal (Urban),July,0,2020,Summer
Warangal (Urban),August,0,2020,Summer
Warangal (Urban),September,0,2020,Monsoon
Warangal (Urban),October,0,2020,Monsoon
Warangal (Urban),November,0,2020,Winter
Warangal (Urban),December,0,2020,Autumn
Yadadri Bhongir,January,0,2020,Monsoon
Yadadri Bhongir,February,0,2020,Autumn
Yadadri Bhongir,March,0,2020,Monsoon
Yadadri Bhongir,April,0,2020,Autumn
Yadadri Bhongir,May,0,2020,Winter
Yadadri Bhongir,June,0,2020,Autumn
Yadadri Bhongir,July,0,2020,Summer
Yadadri Bhongir,August,0,2020,Monsoon
Yadadri Bhongir,September,0,2020,Autumn
Yadadri Bhongir,October,0,2020,Summer
Yadadri Bhongir,November,0,2020,Winter
Yadadri Bhongir,December,0,2020,Autumn
Adilabad,January,0,2020,Monsoon
Adilabad,February,0,2020,Autumn
Adilabad,March,0,2020,Summer
Adilabad,April,0,2020,Autumn
Adilabad,May,0,2020,Autumn
Adilabad,June,0,2020,Summer
Adilabad,July,0,2020,Monsoon
Adilabad,August,0,2020,Autumn
Adilabad,September,0,2020,Autumn
Adilabad,October,0,2020,Summer
Adilabad,November,0,2020,Monsoon
Adilabad,December,0,2020,Autumn
Bhadradri Kothagudem,January,0,2020,Monsoon
Bhadradri Kothagudem,February,0,2020,Monsoon
Bhadradri Kothagudem,March,0,2020,Summer
Bhadradri Kothagudem,April,0,2020,Summer
Bhadradri Kothagudem,May,0,2020,Summer
Bhadradri Kothagudem,June,0,2020,Autumn
Bhadradri Kothagudem,July,0,2020,Winter
Bhadradri Kothagudem,August,0,2020,Winter
Bhadradri Kothagudem,September,0,2020,Summer
Bhadradri Kothagudem,October,0,2020,Winter
Bhadradri Kothagudem,November,0,2020,Winter
Bhadradri Kothagudem,December,0,2020,Summer
Hanumakonda,January,0,2020,Monsoon
Hanumakonda,February,0,2020,Autumn
Hanumakonda,March,80,2020,Autumn
Hanumakonda,April,5,2020,Autumn
Hanumakonda,May,0,2020,Summer
Hanumakonda,June,0,2020,Autumn
Hanumakonda,July,0,2020,Monsoon
Hanumakonda,August,3,2020,Winter
Hanumakonda,September,5,2020,Winter
Hanumakonda,October,5,2020,Winter
Hanumakonda,November,8,2020,Summer
Hanumakonda,December,6,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,758,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,814,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,294,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,90,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,158,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,79,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,131,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,169,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,343,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,931,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,758,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1220,2020,Monsoon
Jagtial,January,0,2020,Monsoon
Jagtial,February,0,2020,Monsoon
Jagtial,March,0,2020,Summer
Jagtial,April,0,2020,Winter
Jagtial,May,0,2020,Autumn
Jagtial,June,0,2020,Monsoon
Jagtial,July,0,2020,Monsoon
Jagtial,August,0,2020,Summer
Jagtial,September,0,2020,Winter
Jagtial,October,0,2020,Summer
Jagtial,November,0,2020,Summer
Jagtial,December,0,2020,Winter
Jangaon,January,0,2020,Summer
Jangaon,February,0,2020,Monsoon
Jangaon,March,0,2020,Winter
Jangaon,April,0,2020,Autumn
Jangaon,May,0,2020,Summer
Jangaon,June,0,2020,Summer
Jangaon,July,0,2020,Autumn
Jangaon,August,0,2020,Winter
Jangaon,September,0,2020,Summer
Jangaon,October,0,2020,Monsoon
Jangaon,November,0,2020,Winter
Jangaon,December,0,2020,Autumn
Jayashankar Bhoopalpally,January,0,2020,Monsoon
Jayashankar Bhoopalpally,February,0,2020,Monsoon
Jayashankar Bhoopalpally,March,0,2020,Monsoon
Jayashankar Bhoopalpally,April,0,2020,Monsoon
Jayashankar Bhoopalpally,May,0,2020,Monsoon
Jayashankar Bhoopalpally,June,0,2020,Monsoon
Jayashankar Bhoopalpally,July,0,2020,Autumn
Jayashankar Bhoopalpally,August,0,2020,Monsoon
Jayashankar Bhoopalpally,September,0,2020,Summer
Jayashankar Bhoopalpally,October,0,2020,Winter
Jayashankar Bhoopalpally,November,0,2020,Summer
Jayashankar Bhoopalpally,December,0,2020,Winter
Jogulamba Gadwal,January,0,2020,Summer
Jogulamba Gadwal,February,0,2020,Monsoon
Jogulamba Gadwal,March,0,2020,Summer
Jogulamba Gadwal,April,0,2020,Autumn
Jogulamba Gadwal,May,0,2020,Monsoon
Jogulamba Gadwal,June,0,2020,Summer
Jogulamba Gadwal,July,0,2020,Winter
Jogulamba Gadwal,August,0,2020,Monsoon
Jogulamba Gadwal,September,0,2020,Winter
Jogulamba Gadwal,October,0,2020,Monsoon
Jogulamba Gadwal,November,0,2020,Winter
Jogulamba Gadwal,December,0,2020,Monsoon
Kamareddy,January,0,2020,Winter
Kamareddy,February,0,2020,Winter
Kamareddy,March,0,2020,Winter
Kamareddy,April,0,2020,Autumn
Kamareddy,May,0,2020,Autumn
Kamareddy,June,0,2020,Winter
Kamareddy,July,0,2020,Monsoon
Kamareddy,August,0,2020,Winter
Kamareddy,September,0,2020,Winter
Kamareddy,October,0,2020,Summer
Kamareddy,November,0,2020,Summer
Kamareddy,December,0,2020,Winter
Karimnagar,January,0,2020,Summer
Karimnagar,February,0,2020,Monsoon
Karimnagar,March,0,2020,Monsoon
Karimnagar,April,0,2020,Autumn
Karimnagar,May,0,2020,Autumn
Karimnagar,June,0,2020,Winter
Karimnagar,July,0,2020,Summer
Karimnagar,August,0,2020,Winter
Karimnagar,September,0,2020,Summer
Karimnagar,October,0,2020,Autumn
Karimnagar,November,0,2020,Summer
Karimnagar,December,0,2020,Autumn
Khammam,January,0,2020,Monsoon
Khammam,February,0,2020,Monsoon
Khammam,March,0,2020,Winter
Khammam,April,0,2020,Autumn
Khammam,May,0,2020,Monsoon
Khammam,June,0,2020,Summer
Khammam,July,0,2020,Winter
Khammam,August,0,2020,Summer
Khammam,September,0,2020,Monsoon
Khammam,October,0,2020,Autumn
Khammam,November,0,2020,Monsoon
Khammam,December,0,2020,Summer
Komaram Bheem Asifabad,January,0,2020,Monsoon
Komaram Bheem Asifabad,February,0,2020,Summer
Komaram Bheem Asifabad,March,0,2020,Monsoon
Komaram Bheem Asifabad,April,0,2020,Summer
Komaram Bheem Asifabad,May,0,2020,Winter
Komaram Bheem Asifabad,June,0,2020,Summer
Komaram Bheem Asifabad,July,0,2020,Monsoon
Komaram Bheem Asifabad,August,0,2020,Autumn
Komaram Bheem Asifabad,September,0,2020,Summer
Komaram Bheem Asifabad,October,0,2020,Summer
Komaram Bheem Asifabad,November,0,2020,Autumn
Komaram Bheem Asifabad,December,0,2020,Summer
Mahabubabad,January,0,2020,Summer
Mahabubabad,February,0,2020,Monsoon
Mahabubabad,March,0,2020,Summer
Mahabubabad,April,0,2020,Summer
Mahabubabad,May,0,2020,Autumn
Mahabubabad,June,0,2020,Autumn
Mahabubabad,July,0,2020,Monsoon
Mahabubabad,August,0,2020,Winter
Mahabubabad,September,0,2020,Winter
Mahabubabad,October,0,2020,Monsoon
Mahabubabad,November,0,2020,Summer
Mahabubabad,December,0,2020,Monsoon
Mahabubnagar,January,0,2020,Winter
Mahabubnagar,February,0,2020,Summer
Mahabubnagar,March,0,2020,Autumn
Mahabubnagar,April,0,2020,Monsoon
Mahabubnagar,May,0,2020,Winter
Mahabubnagar,June,0,2020,Winter
Mahabubnagar,July,0,2020,Monsoon
Mahabubnagar,August,0,2020,Autumn
Mahabubnagar,September,0,2020,Monsoon
Mahabubnagar,October,0,2020,Autumn
Mahabubnagar,November,0,2020,Winter
Mahabubnagar,December,0,2020,Monsoon
Mancherial,January,0,2020,Autumn
Mancherial,February,0,2020,Summer
Mancherial,March,0,2020,Summer
Mancherial,April,0,2020,Monsoon
Mancherial,May,0,2020,Autumn
Mancherial,June,0,2020,Monsoon
Mancherial,July,0,2020,Monsoon
Mancherial,August,0,2020,Summer
Mancherial,September,0,2020,Autumn
Mancherial,October,0,2020,Winter
Mancherial,November,0,2020,Autumn
Mancherial,December,0,2020,Winter
Medak,January,0,2020,Monsoon
Medak,February,0,2020,Autumn
Medak,March,0,2020,Autumn
Medak,April,0,2020,Monsoon
Medak,May,0,2020,Summer
Medak,June,0,2020,Autumn
Medak,July,0,2020,Summer
Medak,August,0,2020,Monsoon
Medak,September,0,2020,Monsoon
Medak,October,0,2020,Winter
Medak,November,0,2020,Summer
Medak,December,0,2020,Summer
Mulugu,January,0,2020,Autumn
Mulugu,February,0,2020,Summer
Mulugu,March,15,2020,Summer
Mulugu,April,0,2020,Summer
Mulugu,May,0,2020,Autumn
Mulugu,June,0,2020,Monsoon
Mulugu,July,0,2020,Monsoon
Mulugu,August,8,2020,Summer
Mulugu,September,8,2020,Autumn
Mulugu,October,10,2020,Autumn
Mulugu,November,9,2020,Summer
Mulugu,December,10,2020,Autumn
Nagarkurnool,January,0,2020,Monsoon
Nagarkurnool,February,0,2020,Summer
Nagarkurnool,March,0,2020,Autumn
Nagarkurnool,April,0,2020,Summer
Nagarkurnool,May,0,2020,Winter
Nagarkurnool,June,0,2020,Summer
Nagarkurnool,July,0,2020,Winter
Nagarkurnool,August,0,2020,Autumn
Nagarkurnool,September,0,2020,Monsoon
Nagarkurnool,October,0,2020,Summer
Nagarkurnool,November,0,2020,Winter
Nagarkurnool,December,0,2020,Autumn
Nalgonda,January,0,2020,Summer
Nalgonda,February,0,2020,Summer
Nalgonda,March,0,2020,Summer
Nalgonda,April,0,2020,Monsoon
Nalgonda,May,0,2020,Monsoon
Nalgonda,June,0,2020,Summer
Nalgonda,July,0,2020,Winter
Nalgonda,August,0,2020,Winter
Nalgonda,September,0,2020,Summer
Nalgonda,October,0,2020,Monsoon
Nalgonda,November,0,2020,Summer
Nalgonda,December,0,2020,Monsoon
Narayanpet,January,0,2020,Monsoon
Narayanpet,February,0,2020,Monsoon
Narayanpet,March,0,2020,Monsoon
Narayanpet,April,0,2020,Monsoon
Narayanpet,May,0,2020,Monsoon
Narayanpet,June,0,2020,Monsoon
Narayanpet,July,0,2020,Summer
Narayanpet,August,0,2020,Monsoon
Narayanpet,September,0,2020,Summer
Narayanpet,October,0,2020,Monsoon
Narayanpet,November,0,2020,Monsoon
Narayanpet,December,0,2020,Autumn
Nirmal,January,0,2020,Monsoon
Nirmal,February,0,2020,Monsoon
Nirmal,March,0,2020,Monsoon
Nirmal,April,0,2020,Winter
Nirmal,May,0,2020,Monsoon
Nirmal,June,0,2020,Winter
Nirmal,July,0,2020,Autumn
Nirmal,August,0,2020,Monsoon
Nirmal,September,0,2020,Summer
Nirmal,October,0,2020,Autumn
Nirmal,November,0,2020,Autumn
Nirmal,December,0,2020,Monsoon
Nizamabad,January,0,2020,Summer
Nizamabad,February,0,2020,Summer
Nizamabad,March,0,2020,Winter
Nizamabad,April,0,2020,Summer
Nizamabad,May,0,2020,Winter
Nizamabad,June,0,2020,Monsoon
Nizamabad,July,0,2020,Winter
Nizamabad,August,0,2020,Summer
Nizamabad,September,0,2020,Autumn
Nizamabad,October,0,2020,Monsoon
Nizamabad,November,0,2020,Monsoon
Nizamabad,December,0,2020,Monsoon
Peddapalli,January,0,2020,Winter
Peddapalli,February,0,2020,Autumn
Peddapalli,March,0,2020,Winter
Peddapalli,April,0,2020,Autumn
Peddapalli,May,0,2020,Summer
Peddapalli,June,0,2020,Summer
Peddapalli,July,0,2020,Monsoon
Peddapalli,August,0,2020,Winter
Peddapalli,September,0,2020,Summer
Peddapalli,October,0,2020,Winter
Peddapalli,November,0,2020,Winter
Peddapalli,December,0,2020,Autumn
Rajanna Sircilla,January,0,2020,Monsoon
Rajanna Sircilla,February,0,2020,Autumn
Rajanna Sircilla,March,0,2020,Summer
Rajanna Sircilla,April,0,2020,Monsoon
Rajanna Sircilla,May,0,2020,Autumn
Rajanna Sircilla,June,0,2020,Winter
Rajanna Sircilla,July,0,2020,Winter
Rajanna Sircilla,August,0,2020,Winter
Rajanna Sircilla,September,0,2020,Summer
Rajanna Sircilla,October,0,2020,Autumn
Rajanna Sircilla,November,0,2020,Summer
Rajanna Sircilla,December,0,2020,Summer
Sangareddy,January,0,2020,Autumn
Sangareddy,February,0,2020,Monsoon
Sangareddy,March,0,2020,Autumn
Sangareddy,April,0,2020,Summer
Sangareddy,May,0,2020,Summer
Sangareddy,June,0,2020,Monsoon
Sangareddy,July,0,2020,Monsoon
Sangareddy,August,0,2020,Winter
Sangareddy,September,0,2020,Autumn
Sangareddy,October,0,2020,Winter
Sangareddy,November,0,2020,Winter
Sangareddy,December,0,2020,Summer
Siddipet,January,0,2020,Summer
Siddipet,February,0,2020,Monsoon
Siddipet,March,0,2020,Monsoon
Siddipet,April,0,2020,Winter
Siddipet,May,0,2020,Monsoon
Siddipet,June,0,2020,Monsoon
Siddipet,July,0,2020,Winter
Siddipet,August,0,2020,Autumn
Siddipet,September,0,2020,Monsoon
Siddipet,October,0,2020,Winter
Siddipet,November,0,2020,Winter
Siddipet,December,0,2020,Autumn
Suryapet,January,0,2020,Summer
Suryapet,February,0,2020,Summer
Suryapet,March,0,2020,Autumn
Suryapet,April,0,2020,Winter
Suryapet,May,0,2020,Autumn
Suryapet,June,0,2020,Summer
Suryapet,July,0,2020,Monsoon
Suryapet,August,0,2020,Winter
Suryapet,September,0,2020,Winter
Suryapet,October,0,2020,Autumn
Suryapet,November,0,2020,Monsoon
Suryapet,December,0,2020,Autumn
Wanaparthy,January,0,2020,Summer
Wanaparthy,February,0,2020,Autumn
Wanaparthy,March,0,2020,Summer
Wanaparthy,April,0,2020,Summer
Wanaparthy,May,0,2020,Autumn
Wanaparthy,June,0,2020,Monsoon
Wanaparthy,July,0,2020,Monsoon
Wanaparthy,August,0,2020,Summer
Wanaparthy,September,0,2020,Autumn
Wanaparthy,October,0,2020,Summer
Wanaparthy,November,0,2020,Autumn
Wanaparthy,December,0,2020,Winter
Warangal,January,0,2020,Monsoon
Warangal,February,0,2020,Summer
Warangal,March,0,2020,Summer
Warangal,April,0,2020,Winter
Warangal,May,0,2020,Autumn
Warangal,June,0,2020,Summer
Warangal,July,0,2020,Summer
Warangal,August,0,2020,Summer
Warangal,September,0,2020,Summer
Warangal,October,0,2020,Summer
Warangal,November,0,2020,Monsoon
Warangal,December,0,2020,Monsoon
Yadadri Bhongir,January,0,2020,Winter
Yadadri Bhongir,February,0,2020,Autumn
Yadadri Bhongir,March,0,2020,Monsoon
Yadadri Bhongir,April,0,2020,Summer
Yadadri Bhongir,May,0,2020,Winter
Yadadri Bhongir,June,0,2020,Summer
Yadadri Bhongir,July,0,2020,Winter
Yadadri Bhongir,August,0,2020,Autumn
Yadadri Bhongir,September,0,2020,Winter
Yadadri Bhongir,October,0,2020,Winter
Yadadri Bhongir,November,0,2020,Monsoon
Yadadri Bhongir,December,0,2020,Summer
Adilabad,January,0,2020,Autumn
Adilabad,February,2,2020,Summer
Adilabad,March,0,2020,Summer
Adilabad,April,0,2020,Monsoon
Adilabad,May,0,2020,Autumn
Adilabad,June,0,2020,Monsoon
Adilabad,July,0,2020,Summer
Adilabad,August,0,2020,Monsoon
Adilabad,September,0,2020,Summer
Adilabad,October,0,2020,Winter
Adilabad,November,0,2020,Autumn
Adilabad,December,0,2020,Autumn
Bhadradri Kothagudem,January,0,2020,Monsoon
Bhadradri Kothagudem,February,0,2020,Summer
Bhadradri Kothagudem,March,0,2020,Monsoon
Bhadradri Kothagudem,April,0,2020,Autumn
Bhadradri Kothagudem,May,0,2020,Autumn
Bhadradri Kothagudem,June,0,2020,Monsoon
Bhadradri Kothagudem,July,0,2020,Summer
Bhadradri Kothagudem,August,0,2020,Summer
Bhadradri Kothagudem,September,0,2020,Autumn
Bhadradri Kothagudem,October,0,2020,Winter
Bhadradri Kothagudem,November,0,2020,Summer
Bhadradri Kothagudem,December,0,2020,Autumn
Hunmakonda,January,8,2020,Summer
Hunmakonda,February,8,2020,Autumn
Hunmakonda,March,8,2020,Summer
Hunmakonda,April,8,2020,Autumn
Hunmakonda,May,7,2020,Autumn
Hunmakonda,June,7,2020,Summer
Hunmakonda,July,9,2020,Winter
Hunmakonda,August,0,2020,Autumn
Hunmakonda,September,0,2020,Monsoon
Hunmakonda,October,9,2020,Winter
Hunmakonda,November,0,2020,Autumn
Hunmakonda,December,0,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,575,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,592,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,1907,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,4959,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,7841,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,5241,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,6972,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,13256,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,7828,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,5206,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,4524,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,9275,2020,Summer
Jagtial,January,0,2020,Autumn
Jagtial,February,0,2020,Summer
Jagtial,March,0,2020,Monsoon
Jagtial,April,0,2020,Summer
Jagtial,May,0,2020,Winter
Jagtial,June,0,2020,Winter
Jagtial,July,0,2020,Autumn
Jagtial,August,0,2020,Monsoon
Jagtial,September,0,2020,Winter
Jagtial,October,0,2020,Autumn
Jagtial,November,0,2020,Autumn
Jagtial,December,0,2020,Autumn
Jangaon,January,0,2020,Autumn
Jangaon,February,0,2020,Summer
Jangaon,March,0,2020,Monsoon
Jangaon,April,0,2020,Winter
Jangaon,May,0,2020,Autumn
Jangaon,June,0,2020,Autumn
Jangaon,July,0,2020,Autumn
Jangaon,August,0,2020,Autumn
Jangaon,September,0,2020,Summer
Jangaon,October,0,2020,Summer
Jangaon,November,0,2020,Winter
Jangaon,December,0,2020,Autumn
Jayashankar Bhoopalpally,January,0,2020,Summer
Jayashankar Bhoopalpally,February,0,2020,Summer
Jayashankar Bhoopalpally,March,0,2020,Autumn
Jayashankar Bhoopalpally,April,0,2020,Autumn
Jayashankar Bhoopalpally,May,0,2020,Summer
Jayashankar Bhoopalpally,June,0,2020,Autumn
Jayashankar Bhoopalpally,July,0,2020,Autumn
Jayashankar Bhoopalpally,August,0,2020,Monsoon
Jayashankar Bhoopalpally,September,0,2020,Summer
Jayashankar Bhoopalpally,October,0,2020,Summer
Jayashankar Bhoopalpally,November,0,2020,Autumn
Jayashankar Bhoopalpally,December,0,2020,Autumn
Jogulamba Gadwal,January,0,2020,Winter
Jogulamba Gadwal,February,0,2020,Summer
Jogulamba Gadwal,March,0,2020,Autumn
Jogulamba Gadwal,April,0,2020,Summer
Jogulamba Gadwal,May,0,2020,Monsoon
Jogulamba Gadwal,June,0,2020,Winter
Jogulamba Gadwal,July,0,2020,Summer
Jogulamba Gadwal,August,0,2020,Winter
Jogulamba Gadwal,September,0,2020,Summer
Jogulamba Gadwal,October,0,2020,Winter
Jogulamba Gadwal,November,0,2020,Winter
Jogulamba Gadwal,December,0,2020,Autumn
Kamareddy,January,0,2020,Autumn
Kamareddy,February,0,2020,Winter
Kamareddy,March,0,2020,Monsoon
Kamareddy,April,0,2020,Summer
Kamareddy,May,0,2020,Summer
Kamareddy,June,0,2020,Winter
Kamareddy,July,0,2020,Autumn
Kamareddy,August,0,2020,Monsoon
Kamareddy,September,0,2020,Autumn
Kamareddy,October,0,2020,Autumn
Kamareddy,November,0,2020,Summer
Kamareddy,December,0,2020,Autumn
Karimnagar,January,0,2020,Autumn
Karimnagar,February,0,2020,Monsoon
Karimnagar,March,0,2020,Monsoon
Karimnagar,April,0,2020,Winter
Karimnagar,May,0,2020,Monsoon
Karimnagar,June,0,2020,Summer
Karimnagar,July,0,2020,Summer
Karimnagar,August,0,2020,Summer
Karimnagar,September,0,2020,Winter
Karimnagar,October,0,2020,Winter
Karimnagar,November,0,2020,Summer
Karimnagar,December,0,2020,Summer
Khammam,January,0,2020,Autumn
Khammam,February,0,2020,Autumn
Khammam,March,0,2020,Summer
Khammam,April,0,2020,Winter
Khammam,May,0,2020,Winter
Khammam,June,0,2020,Autumn
Khammam,July,0,2020,Summer
Khammam,August,0,2020,Summer
Khammam,September,0,2020,Summer
Khammam,October,0,2020,Summer
Khammam,November,0,2020,Winter
Khammam,December,0,2020,Autumn
Komaram Bheem Asifabad,January,0,2020,Winter
Komaram Bheem Asifabad,February,0,2020,Monsoon
Komaram Bheem Asifabad,March,0,2020,Summer
Komaram Bheem Asifabad,April,0,2020,Monsoon
Komaram Bheem Asifabad,May,0,2020,Autumn
Komaram Bheem Asifabad,June,0,2020,Winter
Komaram Bheem Asifabad,July,0,2020,Autumn
Komaram Bheem Asifabad,August,0,2020,Summer
Komaram Bheem Asifabad,September,0,2020,Summer
Komaram Bheem Asifabad,October,0,2020,Autumn
Komaram Bheem Asifabad,November,0,2020,Monsoon
Komaram Bheem Asifabad,December,0,2020,Monsoon
Mahabubabad,January,0,2020,Monsoon
Mahabubabad,February,0,2020,Autumn
Mahabubabad,March,0,2020,Monsoon
Mahabubabad,April,0,2020,Summer
Mahabubabad,May,0,2020,Winter
Mahabubabad,June,0,2020,Monsoon
Mahabubabad,July,0,2020,Monsoon
Mahabubabad,August,0,2020,Summer
Mahabubabad,September,0,2020,Winter
Mahabubabad,October,0,2020,Autumn
Mahabubabad,November,0,2020,Autumn
Mahabubabad,December,0,2020,Winter
Mahbubnagar,January,0,2020,Winter
Mahbubnagar,February,0,2020,Autumn
Mahbubnagar,March,0,2020,Winter
Mahbubnagar,April,0,2020,Autumn
Mahbubnagar,May,0,2020,Winter
Mahbubnagar,June,0,2020,Monsoon
Mahbubnagar,July,0,2020,Autumn
Mahbubnagar,August,0,2020,Winter
Mahbubnagar,September,0,2020,Winter
Mahbubnagar,October,0,2020,Autumn
Mahbubnagar,November,0,2020,Summer
Mahbubnagar,December,0,2020,Winter
Mancherial,January,0,2020,Summer
Mancherial,February,0,2020,Winter
Mancherial,March,0,2020,Autumn
Mancherial,April,0,2020,Winter
Mancherial,May,0,2020,Summer
Mancherial,June,0,2020,Winter
Mancherial,July,0,2020,Monsoon
Mancherial,August,0,2020,Monsoon
Mancherial,September,0,2020,Monsoon
Mancherial,October,0,2020,Autumn
Mancherial,November,0,2020,Autumn
Mancherial,December,0,2020,Winter
Medak,January,0,2020,Autumn
Medak,February,0,2020,Winter
Medak,March,0,2020,Autumn
Medak,April,0,2020,Monsoon
Medak,May,0,2020,Summer
Medak,June,0,2020,Winter
Medak,July,0,2020,Summer
Medak,August,0,2020,Monsoon
Medak,September,0,2020,Winter
Medak,October,0,2020,Winter
Medak,November,0,2020,Monsoon
Medak,December,0,2020,Monsoon
Mulugu,January,10,2020,Monsoon
Mulugu,February,8,2020,Monsoon
Mulugu,March,9,2020,Winter
Mulugu,April,8,2020,Summer
Mulugu,May,8,2020,Monsoon
Mulugu,June,8,2020,Monsoon
Mulugu,July,8,2020,Winter
Mulugu,August,10,2020,Autumn
Mulugu,September,10,2020,Autumn
Mulugu,October,11,2020,Summer
Mulugu,November,10,2020,Summer
Mulugu,December,10,2020,Monsoon
Nagarkurnool,January,0,2020,Autumn
Nagarkurnool,February,0,2020,Summer
Nagarkurnool,March,0,2020,Monsoon
Nagarkurnool,April,0,2020,Summer
Nagarkurnool,May,0,2020,Summer
Nagarkurnool,June,0,2020,Winter
Nagarkurnool,July,0,2020,Winter
Nagarkurnool,August,0,2020,Summer
Nagarkurnool,September,0,2020,Monsoon
Nagarkurnool,October,0,2020,Summer
Nagarkurnool,November,0,2020,Summer
Nagarkurnool,December,0,2020,Monsoon
Nalgonda,January,0,2020,Monsoon
Nalgonda,February,0,2020,Winter
Nalgonda,March,0,2020,Monsoon
Nalgonda,April,0,2020,Monsoon
Nalgonda,May,0,2020,Monsoon
Nalgonda,June,0,2020,Summer
Nalgonda,July,0,2020,Monsoon
Nalgonda,August,0,2020,Monsoon
Nalgonda,September,0,2020,Monsoon
Nalgonda,October,0,2020,Monsoon
Nalgonda,November,0,2020,Winter
Nalgonda,December,0,2020,Autumn
Narayanpet,January,0,2020,Autumn
Narayanpet,February,0,2020,Autumn
Narayanpet,March,0,2020,Autumn
Narayanpet,April,0,2020,Autumn
Narayanpet,May,0,2020,Summer
Narayanpet,June,0,2020,Winter
Narayanpet,July,0,2020,Winter
Narayanpet,August,0,2020,Monsoon
Narayanpet,September,0,2020,Autumn
Narayanpet,October,0,2020,Monsoon
Narayanpet,November,0,2020,Monsoon
Narayanpet,December,0,2020,Monsoon
Nirmal,January,0,2020,Autumn
Nirmal,February,0,2020,Summer
Nirmal,March,0,2020,Winter
Nirmal,April,0,2020,Winter
Nirmal,May,0,2020,Summer
Nirmal,June,0,2020,Monsoon
Nirmal,July,0,2020,Summer
Nirmal,August,0,2020,Winter
Nirmal,September,0,2020,Monsoon
Nirmal,October,0,2020,Monsoon
Nirmal,November,0,2020,Monsoon
Nirmal,December,0,2020,Summer
Nizamabad,January,0,2020,Winter
Nizamabad,February,0,2020,Summer
Nizamabad,March,0,2020,Autumn
Nizamabad,April,0,2020,Winter
Nizamabad,May,2,2020,Summer
Nizamabad,June,0,2020,Summer
Nizamabad,July,0,2020,Autumn
Nizamabad,August,0,2020,Monsoon
Nizamabad,September,0,2020,Autumn
Nizamabad,October,0,2020,Summer
Nizamabad,November,0,2020,Autumn
Nizamabad,December,0,2020,Summer
Peddapa li,January,0,2020,Winter
Peddapa li,February,0,2020,Autumn
Peddapa li,March,0,2020,Autumn
Peddapa li,April,0,2020,Autumn
Peddapa li,May,0,2020,Autumn
Peddapa li,June,0,2020,Winter
Peddapa li,July,0,2020,Monsoon
Peddapa li,August,0,2020,Summer
Peddapa li,September,0,2020,Monsoon
Peddapa li,October,0,2020,Monsoon
