District,Month,Visitors,Year,Season
Bhadradri Kothagudem,August,70386,2020,Summer
Bhadradri Kothagudem,September,88451,2020,Monsoon
Bhadradri Kothagudem,October,104063,2020,Summer
Bhadradri Kothagudem,November,84828,2020,Winter
Bhadradri Kothagudem,December,105685,2020,Winter
Hanumakonda,January,90800,2020,Summer
Hanumakonda,February,89900,2020,Monsoon
Hanumakonda,March,91970,2020,Summer
Hanumakonda,April,89430,2020,Winter
Hanumakonda,May,14510,2020,Monsoon
Hanumakonda,June,10050,2020,Autumn
Hanumakonda,July,40670,2020,Autumn
Hanumakonda,August,39220,2020,Autumn
Hanumakonda,September,42340,2020,Autumn
Hanumakonda,October,38650,2020,Summer
Hanumakonda,November,37910,2020,Autumn
Hanumakonda,December,38125,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,828057,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,657955,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,589239,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,216683,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,50064,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,205368,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,384455,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,603815,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,533745,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,743442,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,938466,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1042809,2020,Monsoon
Jagtial,January,154626,2020,Monsoon
Jagtial,February,155602,2020,Summer
Jagtial,March,303738,2020,Autumn
Jagtial,April,74401,2020,Autumn
Jagtial,May,2555,2020,Autumn
Jagtial,June,43196,2020,Summer
Jagtial,July,187220,2020,Monsoon
Jagtial,August,191483,2020,Monsoon
Jagtial,September,169440,2020,Summer
Jagtial,October,172570,2020,Monsoon
Jagtial,November,260498,2020,Winter
Jagtial,December,255232,2020,Winter
Jangaon,January,11545,2020,Summer
Jangaon,February,11440,2020,Monsoon
Jangaon,March,11950,2020,Monsoon
Jangaon,April,10340,2020,Autumn
Jangaon,May,3275,2020,Monsoon
Jangaon,June,2470,2020,Autumn
Jangaon,July,6580,2020,Summer
Jangaon,August,7085,2020,Autumn
Jangaon,September,7180,2020,Winter
Jangaon,October,10360,2020,Summer
Jangaon,November,6140,2020,Summer
Jangaon,December,6140,2020,Winter
Jayashankar Bhoopalpally,January,15700,2020,Winter
Jayashankar Bhoopalpally,February,15800,2020,Summer
Jayashankar Bhoopalpally,March,16400,2020,Summer
Jayashankar Bhoopalpally,April,14900,2020,Autumn
Jayashankar Bhoopalpally,May,5600,2020,Winter
Jayashankar Bhoopalpally,June,4400,2020,Autumn
Jayashankar Bhoopalpally,July,9000,2020,Autumn
Jayashankar Bhoopalpally,August,10500,2020,Winter
Jayashankar Bhoopalpally,September,10700,2020,Autumn
Jayashankar Bhoopalpally,October,11000,2020,Winter
Jayashankar Bhoopalpally,November,10500,2020,Monsoon
Jayashankar Bhoopalpally,December,10900,2020,Summer
JogulambaGadwai,January,169350,2020,Autumn
JogulambaGadwai,February,400254,2020,Monsoon
JogulambaGadwai,March,520014,2020,Monsoon
JogulambaGadwai,April,248566,2020,Autumn
JogulambaGadwai,May,990,2020,Autumn
JogulambaGadwai,June,39894,2020,Autumn
JogulambaGadwai,July,278769,2020,Summer
JogulambaGadwai,August,174508,2020,Summer
JogulambaGadwai,September,154900,2020,Autumn
JogulambaGadwai,October,185052,2020,Summer
JogulambaGadwai,November,220734,2020,Summer
JogulambaGadwai,December,229051,2020,Summer
Kamareddy,January,43,2020,Winter
Kamareddy,February,40,2020,Summer
Kamareddy,March,49,2020,Summer
Kamareddy,April,26,2020,Autumn
Kamareddy,May,0,2020,Summer
Kamareddy,June,24,2020,Winter
Kamareddy,July,41,2020,Winter
Kamareddy,August,48,2020,Monsoon
Kamareddy,September,33,2020,Autumn
Kamareddy,October,40,2020,Winter
Kamareddy,November,42,2020,Winter
Kamareddy,December,45,2020,Monsoon
Karimnagar,January,5965,2020,Summer
Karimnagar,February,5670,2020,Autumn
Karimnagar,March,6800,2020,Summer
Karimnagar,April,1924,2020,Monsoon
Karimnagar,May,601,2020,Monsoon
Karimnagar,June,450,2020,Summer
Karimnagar,July,4750,2020,Autumn
Karimnagar,August,6320,2020,Monsoon
Karimnagar,September,5475,2020,Autumn
Karimnagar,October,4410,2020,Autumn
Karimnagar,November,3525,2020,Winter
Karimnagar,December,3750,2020,Monsoon
Khammam,January,81711,2020,Autumn
Khammam,February,59065,2020,Monsoon
Khammam,March,47862,2020,Monsoon
Khammam,April,30882,2020,Winter
Khammam,May,11240,2020,Autumn
Khammam,June,12443,2020,Monsoon
Khammam,July,19400,2020,Autumn
Khammam,August,18781,2020,Monsoon
Khammam,September,29256,2020,Summer
Khammam,October,36965,2020,Autumn
Khammam,November,45533,2020,Monsoon
Khammam,December,53316,2020,Monsoon
KommramBheentAsifabad,January,410,2020,Autumn
KommramBheentAsifabad,February,466,2020,Autumn
KommramBheentAsifabad,March,491,2020,Summer
KommramBheentAsifabad,April,349,2020,Autumn
KommramBheentAsifabad,May,88,2020,Autumn
KommramBheentAsifabad,June,128,2020,Autumn
KommramBheentAsifabad,July,154,2020,Monsoon
KommramBheentAsifabad,August,175,2020,Autumn
KommramBheentAsifabad,September,176,2020,Autumn
KommramBheentAsifabad,October,21030,2020,Autumn
KommramBheentAsifabad,November,371,2020,Winter
KommramBheentAsifabad,December,587,2020,Monsoon
Mahabubabad,January,3060,2020,Monsoon
Mahabubabad,February,3155,2020,Autumn
Mahabubabad,March,3320,2020,Autumn
Mahabubabad,April,3240,2020,Monsoon
Mahabubabad,May,940,2020,Winter
Mahabubabad,June,880,2020,Monsoon
Mahabubabad,July,1970,2020,Winter
Mahabubabad,August,3480,2020,Monsoon
Mahabubabad,September,3420,2020,Monsoon
Mahabubabad,October,3505,2020,Autumn
Mahabubabad,November,3470,2020,Summer
Mahabubabad,December,3480,2020,Autumn
Mahbubnagar,January,112443,2020,Autumn
Mahbubnagar,February,653029,2020,Autumn
Mahbubnagar,March,375235,2020,Monsoon
Mahbubnagar,April,270751,2020,Autumn
Mahbubnagar,May,5264,2020,Autumn
Mahbubnagar,June,32923,2020,Monsoon
Mahbubnagar,July,300593,2020,Winter
Mahbubnagar,August,299804,2020,Autumn
Mahbubnagar,September,250520,2020,Summer
Mahbubnagar,October,208937,2020,Monsoon
Mahbubnagar,November,675277,2020,Summer
Mahbubnagar,December,205813,2020,Monsoon
Mancherial,January,14998,2020,Monsoon
Mancherial,February,12438,2020,Autumn
Mancherial,March,7304,2020,Autumn
Mancherial,April,6000,2020,Monsoon
Mancherial,May,1466,2020,Winter
Mancherial,June,1503,2020,Summer
Mancherial,July,4134,2020,Autumn
Mancherial,August,7294,2020,Summer
Mancherial,September,5668,2020,Winter
Mancherial,October,5130,2020,Winter
Mancherial,November,5988,2020,Summer
Mancherial,December,9372,2020,Winter
Medak,January,48000,2020,Winter
Medak,February,44000,2020,Autumn
Medak,March,49000,2020,Monsoon
Medak,April,39000,2020,Monsoon
Medak,May,4000,2020,Summer
Medak,June,15000,2020,Winter
Medak,July,16000,2020,Summer
Medak,August,33500,2020,Winter
Medak,September,15500,2020,Summer
Medak,October,17500,2020,Autumn
Medak,November,20000,2020,Winter
Medak,December,16350,2020,Monsoon
Mulugu,January,61800,2020,Monsoon
Mulugu,February,62400,2020,Monsoon
Mulugu,March,65550,2020,Summer
Mulugu,April,65650,2020,Autumn
Mulugu,May,19850,2020,Winter
Mulugu,June,19850,2020,Autumn
Mulugu,July,36800,2020,Summer
Mulugu,August,44050,2020,Monsoon
Mulugu,September,47055,2020,Summer
Mulugu,October,41000,2020,Summer
Mulugu,November,51060,2020,Autumn
Mulugu,December,45550,2020,Autumn
Nagarkurnool,January,88188,2020,Summer
Nagarkurnool,February,84801,2020,Autumn
Nagarkurnool,March,82629,2020,Autumn
Nagarkurnool,April,85938,2020,Summer
Nagarkurnool,May,900,2020,Monsoon
Nagarkurnool,June,31800,2020,Summer
Nagarkurnool,July,114690,2020,Autumn
Nagarkurnool,August,123210,2020,Autumn
Nagarkurnool,September,104510,2020,Autumn
Nagarkurnool,October,91559,2020,Winter
Nagarkurnool,November,117740,2020,Monsoon
Nagarkurnool,December,111530,2020,Autumn
Nalgonda & Suryapet,January,9097,2020,Winter
Nalgonda & Suryapet,February,6126,2020,Summer
Nalgonda & Suryapet,March,5729,2020,Autumn
Nalgonda & Suryapet,April,1033,2020,Summer
Nalgonda & Suryapet,May,148,2020,Monsoon
Nalgonda & Suryapet,June,1044,2020,Winter
Nalgonda & Suryapet,July,6744,2020,Summer
Nalgonda & Suryapet,August,7852,2020,Summer
Nalgonda & Suryapet,September,21650,2020,Winter
Nalgonda & Suryapet,October,14431,2020,Winter
Nalgonda & Suryapet,November,7684,2020,Summer
Nalgonda & Suryapet,December,12528,2020,Monsoon
Narayanapet,January,45720,2020,Autumn
Narayanapet,February,34377,2020,Autumn
Narayanapet,March,34327,2020,Autumn
Narayanapet,April,24289,2020,Winter
Narayanapet,May,328,2020,Summer
Narayanapet,June,6010,2020,Monsoon
Narayanapet,July,26950,2020,Monsoon
Narayanapet,August,24200,2020,Summer
Narayanapet,September,19500,2020,Monsoon
Narayanapet,October,23700,2020,Autumn
Narayanapet,November,27400,2020,Summer
Narayanapet,December,24250,2020,Monsoon
Nirmal,January,154786,2020,Monsoon
Nirmal,February,225686,2020,Monsoon
Nirmal,March,205287,2020,Monsoon
Nirmal,April,125395,2020,Winter
Nirmal,May,25969,2020,Monsoon
Nirmal,June,7048,2020,Winter
Nirmal,July,125523,2020,Winter
Nirmal,August,173301,2020,Monsoon
Nirmal,September,225421,2020,Summer
Nirmal,October,265203,2020,Autumn
Nirmal,November,228200,2020,Winter
Nirmal,December,195660,2020,Summer
Nizamabad,January,9450,2020,Winter
Nizamabad,February,50500,2020,Winter
Nizamabad,March,61080,2020,Summer
Nizamabad,April,30430,2020,Monsoon
Nizamabad,May,0,2020,Winter
Nizamabad,June,2020,2020,Winter
Nizamabad,July,14050,2020,Winter
Nizamabad,August,19580,2020,Monsoon
Nizamabad,September,12580,2020,Monsoon
Nizamabad,October,13600,2020,Autumn
Nizamabad,November,19090,2020,Summer
Nizamabad,December,10120,2020,Monsoon
Peddapalli,January,1150,2020,Autumn
Peddapalli,February,1245,2020,Summer
Peddapalli,March,2610,2020,Winter
Peddapalli,April,3405,2020,Summer
Peddapalli,May,355,2020,Summer
Peddapalli,June,420,2020,Summer
Peddapalli,July,550,2020,Summer
Peddapalli,August,779,2020,Summer
Peddapalli,September,660,2020,Summer
Peddapalli,October,650,2020,Monsoon
Peddapalli,November,1630,2020,Summer
Peddapalli,December,1840,2020,Summer
RajanuaSircilla,January,656423,2020,Winter
RajanuaSircilla,February,571526,2020,Winter
RajanuaSircilla,March,868764,2020,Monsoon
RajanuaSircilla,April,198252,2020,Autumn
RajanuaSircilla,May,23978,2020,Monsoon
RajanuaSircilla,June,125913,2020,Monsoon
RajanuaSircilla,July,290935,2020,Winter
RajanuaSircilla,August,518772,2020,Autumn
RajanuaSircilla,September,388599,2020,Winter
RajanuaSircilla,October,355757,2020,Autumn
RajanuaSircilla,November,567535,2020,Winter
RajanuaSircilla,December,606628,2020,Winter
Sangareddy,January,112500,2020,Winter
Sangareddy,February,103200,2020,Summer
Sangareddy,March,274500,2020,Winter
Sangareddy,April,117300,2020,Autumn
Sangareddy,May,15000,2020,Autumn
Sangareddy,June,26500,2020,Monsoon
Sangareddy,July,33000,2020,Autumn
Sangareddy,August,64900,2020,Summer
Sangareddy,September,47700,2020,Monsoon
Sangareddy,October,50000,2020,Winter
Sangareddy,November,56150,2020,Monsoon
Sangareddy,December,38750,2020,Monsoon
Siddipet,January,173749,2020,Monsoon
Siddipet,February,107247,2020,Summer
Siddipet,March,70337,2020,Monsoon
Siddipet,April,61534,2020,Winter
Siddipet,May,9000,2020,Summer
Siddipet,June,37700,2020,Autumn
Siddipet,July,37000,2020,Autumn
Siddipet,August,70000,2020,Winter
Siddipet,September,59000,2020,Summer
Siddipet,October,90000,2020,Monsoon
Siddipet,November,93500,2020,Summer
Siddipet,December,90350,2020,Autumn
Wanaparthy,January,22482,2020,Summer
Wanaparthy,February,22524,2020,Winter
Wanaparthy,March,19672,2020,Monsoon
Wanaparthy,April,25212,2020,Winter
Wanaparthy,May,295,2020,Monsoon
Wanaparthy,June,600,2020,Monsoon
Wanaparthy,July,29300,2020,Autumn
Wanaparthy,August,33300,2020,Summer
Wanaparthy,September,22800,2020,Monsoon
Wanaparthy,October,23700,2020,Autumn
Wanaparthy,November,29330,2020,Summer
Wanaparthy,December,28100,2020,Monsoon
Warangal,January,7450,2020,Autumn
Warangal,February,7470,2020,Monsoon
Warangal,March,7500,2020,Autumn
Warangal,April,7510,2020,Winter
Warangal,May,560,2020,Autumn
Warangal,June,550,2020,Monsoon
Warangal,July,3400,2020,Winter
Warangal,August,5610,2020,Summer
Warangal,September,5610,2020,Monsoon
Warangal,October,5820,2020,Monsoon
Warangal,November,6230,2020,Autumn
Warangal,December,5690,2020,Autumn
Yadadri Bhongir,January,281131,2020,Autumn
Yadadri Bhongir,February,265238,2020,Summer
Yadadri Bhongir,March,261920,2020,Winter
Yadadri Bhongir,April,621,2020,Autumn
Yadadri Bhongir,May,275,2020,Autumn
Yadadri Bhongir,June,153020,2020,Monsoon
Yadadri Bhongir,July,312343,2020,Monsoon
Yadadri Bhongir,August,269850,2020,Autumn
Yadadri Bhongir,September,169532,2020,Winter
Yadadri Bhongir,October,170613,2020,Summer
Yadadri Bhongir,November,242245,2020,Monsoon
Yadadri Bhongir,December,231306,2020,Autumn
Adilabad,January,28423,2020,Winter
Adilabad,February,378787,2020,Monsoon
Adilabad,March,15469,2020,Summer
Adilabad,April,10266,2020,Monsoon
Adilabad,May,11670,2020,Autumn
Adilabad,June,10704,2020,Summer
Adilabad,July,16035,2020,Winter
Adilabad,August,20472,2020,Autumn
Adilabad,September,21352,2020,Autumn
Adilabad,October,22668,2020,Autumn
Adilabad,November,66152,2020,Monsoon
Adilabad,December,25972,2020,Summer
BhadradriKothagudem,January,84901,2020,Summer
BhadradriKothagudem,February,108037,2020,Monsoon
BhadradriKothagudem,March,177140,2020,Summer
BhadradriKothagudem,April,180027,2020,Winter
BhadradriKothagudem,May,179018,2020,Summer
BhadradriKothagudem,June,167787,2020,Monsoon
BhadradriKothagudem,July,95266,2020,Summer
BhadradriKothagudem,August,76299,2020,Monsoon
BhadradriKothagudem,September,87413,2020,Winter
BhadradriKothagudem,October,101592,2020,Monsoon
BhadradriKothagudem,November,85953,2020,Autumn
BhadradriKothagudem,December,115658,2020,Autumn
Hunmakonda,January,42135,2020,Summer
Hunmakonda,February,55408,2020,Monsoon
Hunmakonda,March,44427,2020,Autumn
Hunmakonda,April,44010,2020,Monsoon
Hunmakonda,May,44785,2020,Winter
Hunmakonda,June,44169,2020,Winter
Hunmakonda,July,42452,2020,Autumn
Hunmakonda,August,33640,2020,Summer
Hunmakonda,September,34774,2020,Winter
Hunmakonda,October,35347,2020,Monsoon
Hunmakonda,November,35198,2020,Summer
Hunmakonda,December,36985,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,956428,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,733747,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,818866,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,776520,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,1460904,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,1435151,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,816814,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,933522,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,1005418,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,1724362,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,1289350,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1622676,2020,Summer
Jagtial,January,321355,2020,Winter
Jagtial,February,221928,2020,Autumn
Jagtial,March,369104,2020,Monsoon
Jagtial,April,260082,2020,Monsoon
Jagtial,May,209660,2020,Monsoon
Jagtial,June,197988,2020,Winter
Jagtial,July,95511,2020,Summer
Jagtial,August,170922,2020,Autumn
Jagtial,September,97975,2020,Autumn
Jagtial,October,122002,2020,Winter
Jagtial,November,169844,2020,Autumn
Jagtial,December,170504,2020,Summer
Jangaon,January,6280,2020,Summer
Jangaon,February,6610,2020,Summer
Jangaon,March,6040,2020,Winter
Jangaon,April,6100,2020,Monsoon
Jangaon,May,6350,2020,Summer
Jangaon,June,6180,2020,Autumn
Jangaon,July,5935,2020,Winter
Jangaon,August,5890,2020,Winter
Jangaon,September,5875,2020,Winter
Jangaon,October,5675,2020,Summer
Jangaon,November,5425,2020,Winter
Jangaon,December,5275,2020,Winter
Jayashankarnhoopalpally,January,11091,2020,Winter
Jayashankarnhoopalpally,February,10939,2020,Winter
Jayashankarnhoopalpally,March,12166,2020,Summer
Jayashankarnhoopalpally,April,12600,2020,Monsoon
Jayashankarnhoopalpally,May,12713,2020,Summer
Jayashankarnhoopalpally,June,12792,2020,Autumn
Jayashankarnhoopalpally,July,13668,2020,Monsoon
Jayashankarnhoopalpally,August,12500,2020,Winter
Jayashankarnhoopalpally,September,12414,2020,Summer
Jayashankarnhoopalpally,October,12209,2020,Monsoon
Jayashankarnhoopalpally,November,13838,2020,Autumn
Jayashankarnhoopalpally,December,12704,2020,Winter
JogulambaGadwaI,January,159487,2020,Monsoon
JogulambaGadwaI,February,192389,2020,Autumn
JogulambaGadwaI,March,171090,2020,Summer
JogulambaGadwaI,April,131186,2020,Monsoon
JogulambaGadwaI,May,131310,2020,Winter
JogulambaGadwaI,June,98046,2020,Summer
JogulambaGadwaI,July,97097,2020,Summer
JogulambaGadwaI,August,103708,2020,Winter
JogulambaGadwaI,September,102049,2020,Autumn
JogulambaGadwaI,October,128895,2020,Monsoon
JogulambaGadwaI,November,133993,2020,Monsoon
JogulambaGadwaI,December,124264,2020,Monsoon
Kamareddy,January,31,2020,Autumn
Kamareddy,February,41,2020,Monsoon
Kamareddy,March,35,2020,Summer
Kamareddy,April,42,2020,Autumn
Kamareddy,May,30,2020,Monsoon
Kamareddy,June,32,2020,Autumn
Kamareddy,July,33,2020,Autumn
Kamareddy,August,50,2020,Summer
Kamareddy,September,50,2020,Winter
Kamareddy,October,52,2020,Winter
Kamareddy,November,51,2020,Winter
Kamareddy,December,48,2020,Monsoon
Karimnagar,January,5011,2020,Summer
Karimnagar,February,4564,2020,Monsoon
Karimnagar,March,5979,2020,Monsoon
Karimnagar,April,2259,2020,Autumn
Karimnagar,May,4620,2020,Monsoon
Karimnagar,June,3175,2020,Summer
Karimnagar,July,5235,2020,Monsoon
Karimnagar,August,3620,2020,Autumn
Karimnagar,September,5095,2020,Winter
Karimnagar,October,5625,2020,Summer
Karimnagar,November,6115,2020,Autumn
Karimnagar,December,7440,2020,Monsoon
Khammam,January,38645,2020,Autumn
Khammam,February,62355,2020,Summer
Khammam,March,42502,2020,Monsoon
Khammam,April,53897,2020,Monsoon
Khammam,May,66404,2020,Monsoon
Khammam,June,68590,2020,Monsoon
Khammam,July,44448,2020,Autumn
Khammam,August,27651,2020,Summer
Khammam,September,31088,2020,Winter
Khammam,October,39455,2020,Monsoon
Khammam,November,42806,2020,Monsoon
Khammam,December,56856,2020,Monsoon
KornaramBheentAsiTabad,January,619,2020,Summer
KornaramBheentAsiTabad,February,679,2020,Autumn
KornaramBheentAsiTabad,March,689,2020,Monsoon
KornaramBheentAsiTabad,April,397,2020,Summer
KornaramBheentAsiTabad,May,549,2020,Autumn
KornaramBheentAsiTabad,June,684,2020,Winter
KornaramBheentAsiTabad,July,587,2020,Autumn
KornaramBheentAsiTabad,August,642,2020,Autumn
KornaramBheentAsiTabad,September,813,2020,Autumn
KornaramBheentAsiTabad,October,802,2020,Autumn
KornaramBheentAsiTabad,November,1031,2020,Summer
KornaramBheentAsiTabad,December,1213,2020,Winter
Mahabubabad,January,3410,2020,Summer
Mahabubabad,February,3370,2020,Autumn
Mahabubabad,March,3380,2020,Autumn
Mahabubabad,April,3550,2020,Summer
Mahabubabad,May,3625,2020,Summer
Mahabubabad,June,3415,2020,Summer
Mahabubabad,July,3180,2020,Winter
Mahabubabad,August,3270,2020,Autumn
Mahabubabad,September,3310,2020,Monsoon
Mahabubabad,October,3240,2020,Autumn
Mahabubabad,November,3250,2020,Autumn
Mahabubabad,December,3180,2020,Summer
Mahbubnagar,January,269141,2020,Winter
Mahbubnagar,February,490326,2020,Autumn
Mahbubnagar,March,388498,2020,Summer
Mahbubnagar,April,267529,2020,Summer
Mahbubnagar,May,230417,2020,Summer
Mahbubnagar,June,191442,2020,Summer
Mahbubnagar,July,227062,2020,Autumn
Mahbubnagar,August,235700,2020,Winter
Mahbubnagar,September,225500,2020,Autumn
Mahbubnagar,October,221400,2020,Summer
Mahbubnagar,November,270200,2020,Summer
Mahbubnagar,December,203200,2020,Winter
Mancherial,January,9540,2020,Monsoon
Mancherial,February,11210,2020,Autumn
Mancherial,March,10089,2020,Autumn
Mancherial,April,7847,2020,Autumn
Mancherial,May,9538,2020,Autumn
Mancherial,June,10244,2020,Winter
Mancherial,July,11763,2020,Monsoon
Mancherial,August,10255,2020,Summer
Mancherial,September,10855,2020,Summer
Mancherial,October,12198,2020,Winter
Mancherial,November,11550,2020,Summer
Mancherial,December,12346,2020,Winter
Medak,January,12232,2020,Monsoon
Medak,February,17705,2020,Autumn
Medak,March,1500322,2020,Winter
Medak,April,70295,2020,Monsoon
Medak,May,80288,2020,Monsoon
Medak,June,45000,2020,Monsoon
Medak,July,35488,2020,Summer
Medak,August,30575,2020,Autumn
Medak,September,31773,2020,Summer
Medak,October,45262,2020,Winter
Medak,November,50234,2020,Autumn
Medak,December,42236,2020,Summer
